   Start1     Start2    Length
   960871    1250906r       29
   960871    1988402r       29
   960871    1559646r       29
   960871    1432932        29
   428841     912377r       51
   353388     912377r       51
    55978     204956r       31
    55978     432666r       31
    55978     506471        31
   320136    1487870r       32
   320136    1491952        32
   320136    1287440        32
  1583436    1939815        86
   490959    1939815        86
   783310    1939815        80
   268019    1939815        80
  1880804    1965636        60
  1481810    1880804        60
  1880804    1928000r       60
  1748735    1880804        60
   695994    1880804        60
  1305215    1646993r       43
  1305215    1503224r       34
   291426     785655r       33
   181727     785655r       31
   470855    1156168r      147
   470855    1036130r      147
   127667     470855       147
   697059    1926933r       71
   697059    1749802        71
   697059    1034359r       71
   697059    1154397r       71
  1069755    1236800r       71
   697059    1069755        71
   697059    1966694        71
   927448    1236800r       71
   697059     927448        71
  1194957    1196465r      109
   953365    1196465r       44
   707078    1196465r       42
   623619    1196465r       42
   398606    1196465r       42
  1326045    1543233r       56
  1326045    1663643r       56
   961029    1326045        56
   892181    1326045        55
   737636    1326045        42
  1326045    1987640        42
    66701    1326045        42
   240824    1326045        41
    42292    1326045        41
  1326045    1786288        40
  1326045    1433090        40
  1326045    1988245r       32
   222644     714377r       40
   504915    1852478        35
   214922    1852478        35
   546038    1958243        52
   546038    1473902        43
   623919    1215068        42
   961329    1215068        42
   707378    1215068        42
   386929    1215068        42
    67006    1215068        42
   241125    1215068        40
   241125    1416275r       32
   623919    1416275r       32
   961329    1416275r       32
   707378    1416275r       32
   386929    1416275r       32
    67006    1416275r       32
  1215068    1542930r       32
   323693    1239797       210
   502293    1239797       210
    96112    1239797       210
   323693    1455018r       54
   502293    1455018r       54
    96112    1455018r       54
   323693     977895r       54
   502293     977895r       54
    96112     977895r       54
   323693    1779082        54
   502293    1779082        54
    96112    1779082        54
   323693    1633270        54
   502293    1633270        54
    96112    1633270        54
   323693    1848305        46
   502293    1848305        46
    96112    1848305        46
    96112     210696r       46
   323693    1530760r       46
   502293    1530760r       46
    96112    1530760r       46
   323693    1942900        46
   502293    1942900        46
    96112    1942900        46
   323693    1728209        46
   502293    1728209        46
    96112    1728209        46
   610041    1439945r       43
   610041    1683846        27
   728766     781615r       32
   432357     781615r       32
   204647     781615r       32
   609578    1332433r      101
   609578     822115r       79
   647122     822115r       35
   647122    1332433r       35
   136577     324590r      119
    46009     324590r      119
   435424     679018r       50
   136577     435424        50
   435424     778667r       50
    46009     435424        50
   825531    1908203r       32
   825531    1133980        31
  1152777    1485896r       29
  1032739    1485896r       29
   329333    1485896r       29
   571166    1039724r       36
   571166    1693064r       28
  1286839    1991292r       53
  1967746    1991292r       49
  1028106    1991292r       29
   982644    1991292r       29
   645629    1991292r       29
   520060    1991292r       29
   452838    1991292r       29
   240387    1991292r       29
   599467    1991292r       28
   545840     688831        55
   688831    1043941r       55
   688831    1702592        55
   114351     688831        55
   688831    1511433r       38
   688831    1676442        38
   688831    1958045        38
   688831    1473704        38
   630865    1276753r       29
   336924    1276753r       29
   149884    1276753r       29
  1195829    1276753r       29
   639674    1276753r       29
   714591    1276753r       29
   110612    1276753r       29
   279931    1276753r       28
  1326435    1416178r       68
   707474    1416178r       68
   953803    1416178r       49
   241222    1416178r       37
   437818     502139r       62
   437818    1184977        62
   437818     734030        62
  1184977    1289540r       60
   734030    1289540r       60
  1184977    1633116r       60
   734030    1633116r       60
  1184977    1778928r       60
   734030    1778928r       60
  1184977    1684636r       56
   734030    1684636r       56
  1184977    1543981        46
   734030    1543981        46
   131226    1855401r       44
    61895    1855401r       44
  1524615    1855401r       32
   728334    1855401r       32
  1180240    1855401r       32
   431925    1855401r       32
   204215    1855401r       32
   344595    1694932        36
   423092    1515748        48
   423092    1171374        48
  1515748    1862986r       39
  1171374    1862986r       39
  1028136    1310752r      112
   982674    1286869        29
   599497    1991262r       42
   825603    1991262r       34
   645659    1991262r       34
   520090    1991262r       34
   452868    1991262r       33
  1467769    1736172        37
  1467769    1638036        37
   508069    1467769        37
  1294661    1467769        37
  1467769    1523757r       37
   217740    1467769        37
  1707507    1964849        40
  1707507    1879442        39
  1067362    1707507        39
   694668    1707507        39
  1447212    1707507        29
  1056079    1449326r       63
   920250    1449326r       63
  1506194    1932703        79
  1506194    1963280r       63
   363597    1506194        63
  1506194    1693321        52
  1506194    1680293r       31
  1506194    1706428r       31
  1506194    1585407        31
  1161680    1506194        31
  1506194    1697547        31
  1506194    1695346        31
  1160080    1506194        31
   847205    1203966        33
  1077272    1249398r       33
  1027697    1077272        33
   844559    1077272        31
   999653    1203966        31
   999653    1077272        30
  1077272    1203966        30
  1203966    1249398r       30
  1027697    1203966        30
   844559    1203966        30
   847205    1077272        30
  1203966    1484427r       29
  1077272    1484427r       29
  1203966    1798177        29
  1077272    1798177        29
  1203966    1559879        29
  1077272    1559879        29
  1203966    1636432r       28
  1203966    1327833        28
   301686    1203966        28
  1203966    1206021r       28
  1203966    1206115        28
  1196012    1203966        28
   178689    1203966        28
  1077272    1636432r       28
  1077272    1327833        28
   301686    1077272        28
  1077272    1206021r       28
  1077272    1206115        28
  1077272    1196012        28
   178689    1077272        28
   923665    1581482       167
   570907    1581482       167
   923665    1160070r      103
   466437     923665       103
   466437    1040067r      103
   570907    1160070r      103
   466437     570907       103
   923665    1585397r       87
   570907    1585397r       87
   923665    1932693r       45
   570907    1932693r       45
   117570    1258195r       46
   117570     413288r       46
   117570     174279        46
   117570    1478937        34
   693663    1932693r       41
   693663    1585397r       41
   693663    1581482        41
   693663    1160070r       41
   466437     693663        41
   117570     693663        33
  1478937    1932693r       33
   174279    1932693r       33
  1478937    1585397r       33
   174279    1585397r       33
  1478937    1581482        33
   174279    1581482        33
   117570     923665        33
   117570    1040067r       33
   117570     570907        33
   174279    1160070r       33
   466437    1478937        33
   466437    1258195r       33
   174279     466437        33
   693663    1554543        31
   923665    1554543        31
   570907    1554543        31
  1478937    1554543        31
   174279    1554543        31
  1677659    1700213r       78
  1552517    1700213r       78
  1056799    1700213r       60
   690988    1700213r       60
   920997    1700213r       60
   568233    1700213r       60
  1445675    1870034       124
  1056799    1164339r       45
   690988    1164339r       45
   920997    1164339r       45
   568233    1164339r       45
  1677659    1870034        45
  1552517    1870034        45
  1056799    1870034        45
  1870034    1960614        45
   690988    1870034        45
   920997    1870034        45
   568233    1870034        45
  1445675    1700213r       45
  1445675    1476266        42
  1476266    1677659        42
  1476266    1552517        42
  1056799    1476266        42
  1476266    1960614        42
   690988    1476266        42
   920997    1476266        42
   568233    1476266        42
   250298     272145        27
  1648703    1695139        50
   430576    1856755r       33
   202865    1856755r       33
  1076686    1774247        27
   193068    1640026        52
   193068     429079r       52
   193068     510058        52
   510058     907671r       27
   510058    1177399r       27
   510058    1521773r       27
  1322126    1733323        35
   681240    1733323        35
  1683082    1875524r       73
  1683082    1967809        63
  1538016    1967809        40
  1538016    1875524r       40
   677249    1270118       819
   500420    1270118       819
  1270118    1708624r      476
  1270118    1561170r      352
   129215    1270118       260
   288494    1324614r      299
   288494    1930135       299
  1270118    1688050r      236
   677249    1324614r      236
   500420    1324614r      236
   129215    1324614r      236
   129215     273986r      236
   677249    1930135       236
   500420    1930135       236
   129215    1930135       236
   288494    1270118       236
   471153    1502875r       74
   339342    1673267r       38
  1168557    1512895       439
   420203    1168557       416
  1512895    1865816r       67
   420203    1865816r       67
   829432     953408r       48
   279677    1196422        29
   279677    1195000r       29
   279677    1318073r       29
   279677     829432        29
  1196422    2007764        29
  1196422    1326088r       29
  1196422    1663600        29
  1196422    1543190        29
   149627    1196422        29
   149627    1195000r       29
   149627    1318073r       29
   829432    2007764        29
   829432    1326088r       29
   829432     892224r       29
   829432    1663600        29
   829432     961072r       29
   829432    1543190        29
   149627     829432        29
   714334    1196422        27
   714334    1195000r       27
   714334    1318073r       27
   714334     829432        27
  1527157    1851897r       58
  1182782    1851897r       58
   731835    1851897r       58
   207093    1851897r       58
   713133     727068        37
   727068    1851897r       30
   713133    1634764r       30
   713133    1946503r       30
   713133    1527157        30
   713133    1731812r       30
   713133    1182782        30
   713133     731835        30
   207093     713133        30
  1124375    1515421        68
  1124375    1171047        68
   914417    1123441r       35
   111746    1123441r       35
  1234057    1432372r       31
  1193056    1432372r       31
   368243    1432372r       31
   353897    1432372r       31
   137628    1432372r       31
   368243    1144505r       30
   353897    1144505r       30
   137628    1144505r       30
  1271869    1548181        28
   457173    1067920       119
  1067920    1481042        98
  1067920    1928768r       98
  1067920    1747967        98
   695226    1067920        98
  1481042    1880035        30
  1880035    1928768r       30
  1747967    1880035        30
   695226    1880035        30
   457173    1880035        30
   906161    1520263      2334
   906161    1175889      2334
   352115    1520263       975
   352115    1175889       975
   906161    1399754       930
   352115    1399754       930
  1399754    1954965r      684
   198299    1399754       684
  1520263    1954965r      684
   198299    1520263       684
  1175889    1954965r      684
   198299    1175889       684
  1532763    1631299r       40
   979898    1631299r       40
  1532763    1726238r       40
   979898    1726238r       40
  1532763    1710651        40
   979898    1710651        40
   566457     935309r       29
   435754    1730338r      154
   435754    1945029r      154
   435754    1528631       154
   208567     435754       154
  1184256    1633837r      274
   733309    1633837r      274
   194605     422099r       36
   194605    1170381r       36
   194605    1514755r       36
  1189785    1991335       111
    15926     240344r      101
    15926    1189785       101
  1189785    1312357        66
  1189785    1310825        60
  1076809    1189785        52
   594037    1189785        43
   821276    1189785        33
   222102     907755r       71
   222102    1177483r       71
   222102    1521857r       71
   222102    1953372        71
   222102    1297737        68
   222102    1858168        50
   434890     713737        79
   434890     503731r       79
   207696     434890        79
   434890     679561r       79
   136034     434890        79
   713737    1851294r       35
   207696    1851294r       35
   136034    1851294r       35
   337227    1967480r       27
  1250122    1967480r       27
   310034    1967480r       27
   183026    1967480r       27
   337227     390399        27
   390399    1250122        27
   390399    1682753r       27
   310034     390399        27
   183026     390399        27
   212722    1544444r       27
  1449701    1755833        27
   513645    1449701        27
    65048    1449701        27
   398822     517171        42
  1433301    1663430r       61
   961242    1433301        61
   707291    1433301        43
  1433301    1559174r       42
   961242    1786501        42
   707291    1786501        42
   961242    1840156r       41
   707291    1840156r       41
   892393    1196252r       41
   892393    1559174r       41
   892393    1663430r       41
   892393     961242        41
   707291     892393        41
   876432    1840156r       36
   876432     892393        36
   876432    1786501        36
   876432    1433301        36
   892393     971512r       32
   953681    1840156r       32
   892393     953681        32
   953681    1786501        32
   953681    1433301        32
   953681    1214995        31
   876432    1214995        31
  1214995    1559174r       31
  1214995    1663430r       31
   961242    1214995        31
   707291    1214995        31
   892393     898748r       29
   398822     846603r       31
  1476483    1934748r       98
  1445892    1934748r       45
   730033    1733614r       53
   767500     767701       109
   885211    1773633        34
  1397990    1860280r       35
   246431    1491448r       27
   971673    1433144r       56
   630597    1433144r       56
   149615    1326100r       49
   714322    1326100r       39
   998145    1416466        38
  1441516    1745902        32
   364067     413768      2439
   364067    1040547       152
   184624     364067       152
   364067    1585876        95
   364067    1962810r       95
   364067    1698017        95
   364067    1258675        95
   364067    1554063r       88
   364067     923185r       65
   364067    1679823r       65
   364067    1705958r       65
   364067    1058996r       48
   364067    1478457r       48
   364067     570427r       48
   345477     364067        48
   364067    1872224r       45
   364067    1162149        45
  1399712    1587412        39
  1520221    1587412        39
  1175847    1587412        39
   352073    1587412        39
  1399712    1740674r       39
  1520221    1740674r       39
  1175847    1740674r       39
   352073    1740674r       39
   352073     511609r       39
   427528    1399712        39
   427528    1520221        39
   427528    1175847        39
   352073     427528        39
  1121014    1327091        31
  1163013    1580143r       85
   846664    1204333        36
   156632    1204333        35
  1027156    1204333        34
  1204333    1663491        33
   135161    1852680r       70
   434020    1291084r       45
   434020    1852680r       45
   135161     434020        45
   135161     215124r       45
   135161     505117r       45
   206310    1291084r       45
   206310    1852680r       45
   135161     206310        45
   434020    1947286r       35
   206310    1947286r       35
   434020    1526374        35
   206310    1526374        35
  1526374    1852680r       35
   434020    1181999        35
   206310    1181999        35
  1181999    1852680r       35
   434020    1732595r       35
   206310    1732595r       35
   434020     731052        35
   206310     731052        35
   731052    1852680r       35
  1050795    1718768r       45
   466708    1039748r       30
   924032    1039748r       28
   466744    1039748r       28
  1000000    1029791r       55
  1000000    1149829r       55
   578214    1000000        55
   225043    1000000        45
  1000000    1998230        31
   578214    1998230        31
   225043    1998230        31
   566116    1354993r       42
  1185593    1248828        49
   734646    1248828        49
    62632    1248828        45
   137244    1248828        45
   978662    1248828        45
    46675    1248828        45
  1240016    1779301        40
   143948     156353r       41
   143948     707407        33
   143948     737965        33
   143948     892509        33
   143948     398938        33
   143948    1593780        31
   143948    1663314r       30
   143948     971403r       30
   143948     961358        30
   143948    1433417        28
    42621    1326369        40
   776043     855591r       57
   674468     855591r       57
   505331     780298        40
   215338     780298        27
  1185068    1455262        47
   734121    1455262        47
   136721    1455262        38
  1455262    1727964r       27
  1455262    1848060r       27
  1455262    1942655r       27
  1455262    1531005        27
   210941    1455262        27
  1455262    1633025r       27
  1455262    1778837r       27
   437909    1455262        27
   978140    1455262        27
    46153    1455262        27
   435592    1633999r      125
  1184094    1633999r       52
   733147    1633999r       52
  1184094    1850616r       27
   733147    1850616r       27
   435592    1850616r       27
  1396393    1514702        47
  1170328    1396393        47
   422046    1396393        47
  1396393    1864026r       31
   430223    1295507r       32
   202512    1295507r       32
   130499    1295507r       32
    61168    1295507r       32
   473528     785534r       81
   473528    1252734r       81
   473528    1885151        77
   160593     473528        65
   473528    1497011r       34
   473528    1073930        34
   693561    1161772r      101
   693561    1060772       101
   117468     693561        58
   693561    1872601        47
   570805    1478835        58
  1478835    1872601        29
  1060772    1478835        29
   117468    1478835        29
   693561    1040169r       29
   570805     693561        29
   436756    1779986r       28
  1057349    1302637       136
  1302637    1476817       136
  1302637    1508202r      136
  1302637    1699663r      136
  1302637    1961164       136
   691538    1302637       136
   921547    1302637       136
   568783    1302637       136
  1302637    1934414r      135
  1446226    1678209        73
  1446226    1553067        73
   116103     934676r       38
  1678209    1704344        38
   116103    1678209        38
  1553067    1704344        38
   116103    1553067        38
  1057349    1121797r       32
   691538    1121797r       32
   921547    1121797r       32
   568783    1121797r       32
   306939     310367r       51
   306939    1251115r       51
   306939     853342r       49
   306939     308935r       49
   306939    1979800r       49
   306939    1440506r       36
   306939    1806910r       36
   306939    1416506        36
   306939    1119375        36
   306939     310231        36
   306939    1979662        36
   306939     639872r       36
   306939     830546        36
   306939     960617        36
   306939     408805r       36
   306939     829835r       36
   306939     307075r       36
   306939    1556355        36
   306939     308797        36
   306939    1844350        35
   306939    1556491r       33
   306939    1119511r       32
   477713    1249513r       78
   477713    1504024r       78
   477713     844444        72
   477713    1327854r       70
    39904     477713        69
   477713    1636547r       59
   477713    1484406        42
   477713    1206000        42
   477713    1053726        42
    39904      52332r       39
   477713    1206136r       36
   477713     999674r       36
   477713    1254226r       36
   477713     870785        36
   477713     875805        36
   477713    1636411        36
   477713     610485        36
   477713     847226r       36
   240431     477713        36
   477713     952379        36
   477713    1077157        36
   237299     477713        36
   142395     477713        36
   141952     477713        36
   477713     844580r       36
    52196      52332r       36
    52196     477713        36
   477713     623204        34
   477713    1327718        27
   381757     830682r       36
   381757    1416642r       36
   381757     857646        36
   422124     913652r       98
  1514780    1641538r       59
    59489    1514780        59
  1170406    1641538r       59
    59489    1170406        59
   422124    1641538r       59
    59489     422124        59
  1522482    1951181r       37
   202083    1522482        37
   202083     219015r       37
  1178108    1951181r       37
   202083    1178108        37
   908380    1951181r       37
   202083     908380        37
   202083    1295936r       34
   202083    1737447r       34
   202083     509343r       34
   429794     684117r       34
   429794    1951181r       34
   202083     429794        34
   728208     782170r       38
   135392     680282r       47
   135392    1321168r       47
   135392    1852449r       32
   921858    1934102r       56
   691850    1934102r       56
   569094    1934102r       56
  1057662    1934102r       56
  1704656    1934102r       56
   116415    1934102r       56
   729042    1854693r       75
  1358147    1469987r       56
  1123320    1469987r       56
  1358147    1642423r       56
  1123320    1642423r       56
    58604    1469987r       38
    58604    1642423r       38
  1840676    1908035        51
  1050907    1908035        51
   148002    1908035        41
   544744    1908035        35
    15757    1908035        34
  1845572    1908035        27
  1308959    1556846        45
   386148    1454248r      166
   171828    1867225r       38
   171828    1167148        38
   479104    1734749        35
   479104     728899r       35
   101089     479104        35
  1526482    1852572r       41
  1182107    1852572r       41
   731160    1852572r       41
  1119416    1253934        63
  1119416    1798103        63
  1119416    1204861r       63
   901482    1119416        63
   623245    1119416        63
  1119416    1841411        63
  1119416    1503929        63
  1119416    1495969        63
  1119416    1775069r       63
   465384    1119416        63
   247424    1119416        63
  1119416    1556396        62
  1119416    1440411        59
  1119416    1267042        58
  1119416    1559859r       53
  1119416    1214669        53
  1119416    1794656        53
  1119416    1776407        53
  1119416    1876125r       53
    66330    1119416        53
   237340    1119416        53
    41944    1119416        53
   308838    1119416        51
   381798    1119416        48
  1077198    1119416        45
  1119416    1195986r       44
    52237     952420        39
   952420    1119416        39
    52237     307034r       39
    52237    1195986r       39
    52237     179191r       39
    52237     301666r       39
    52237    1077198        39
    52237     857741r       39
    52237     381798        39
    52237     308838        39
    52237    1559859r       39
    52237     178669r       39
    52237    1267042        39
    52237    1440411        39
    52237    1556396        39
    52237    1253934        39
    52237    1798103        39
    52237    1204861r       39
    52237     901482        39
    52237     623245        39
    52237     226084r       39
    52237    1841411        39
    52237    1503929        39
    52237    1495969        39
    52237    1775069r       39
    52237     465384        39
    52237     247424        39
    52237    1214669        39
    52237    1794656        39
    52237    1776407        39
    52237    1876125r       39
    52237      66330        39
    52237     237340        39
    41944      52237        39
    52237     611002r       37
    52237     409198r       37
    52237    2008184r       37
  1119416    2008184r       37
  1416547    2008184r       36
   952420    1416547        36
  1077198    1416547        36
   381798    1416547        36
   308838    1416547        36
  1416547    1559859r       36
  1267042    1416547        36
  1416547    1440411        36
  1416547    1556396        36
  1253934    1416547        36
  1416547    1798103        36
   901482    1416547        36
   623245    1416547        36
  1416547    1841411        36
  1416547    1503929        36
  1416547    1495969        36
  1416547    1775069r       36
   465384    1416547        36
   247424    1416547        36
  1214669    1416547        36
  1416547    1794656        36
  1416547    1776407        36
  1416547    1876125r       36
    66330    1416547        36
   237340    1416547        36
    41944    1416547        36
   240472    1416547        34
    52237     240472        34
   240472    1119416        34
    93039    1027677r       39
    52237    1027677r       31
    93039     240472        31
    93039     611002r       31
    93039     409198r       31
    93039    2008184r       31
    93039     952420        31
    93039     307034r       31
    93039    1195986r       31
    93039     179191r       31
    93039     301666r       31
    93039    1077198        31
    93039     857741r       31
    93039     381798        31
    93039     308838        31
    93039    1559859r       31
    93039     178669r       31
    93039    1267042        31
    93039    1440411        31
    93039    1556396        31
    93039    1253934        31
    93039    1798103        31
    93039    1204861r       31
    93039     901482        31
    93039     623245        31
    93039     226084r       31
    93039    1841411        31
    93039    1503929        31
    93039    1495969        31
    93039    1775069r       31
    93039     465384        31
    93039     247424        31
    93039    1214669        31
    93039    1794656        31
    93039    1776407        31
    93039    1876125r       31
    66330      93039        31
    93039     237340        31
    41944      93039        31
    87173     310272        53
   310272    1027677r       30
   240472     310272        30
   310272     611002r       30
   310272     409198r       30
   310272    2008184r       30
   310272     952420        30
   310272    1195986r       30
   310272    1077198        30
   310272     857741r       30
   310272     381798        30
   308838     310272        30
   310272    1559859r       30
   310272    1267042        30
   310272    1440411        30
   310272    1556396        30
   310272    1253934        30
   310272    1798103        30
   310272    1204861r       30
   310272     901482        30
   310272     623245        30
   310272    1841411        30
   310272    1503929        30
   310272    1495969        30
   310272    1775069r       30
   310272     465384        30
   247424     310272        30
   310272    1214669        30
   310272    1794656        30
   310272    1776407        30
   310272    1876125r       30
    66330     310272        30
   237340     310272        30
    41944     310272        30
    87173      93039        30
    87173    1416547        30
    52237      87173        30
    87173    1119416        30
   194082    1859266        38
   267755    1310455r      152
   267755    1887861r      152
   267755    1287176        71
   284309    1287176        44
   284309    1310455r       44
   284309    1887861r       44
   783046    1491688        31
  1149237    1886997r       85
  1029199    1886997r       85
   497016    1886997r       85
    49583    1998822r       76
    49583    1558076r       76
    49583     932489r       76
    49583    1149237        76
    49583    1029199        76
    49583     146920r       76
    49583     497016        76
    49583     225635r       31
   727410    1518140       649
   727410    1173766       649
   727410     904038       649
   196176     727410       649
   425447     727410       529
   727410    1468692r       57
   870405    1312041        99
  1312041    1840196        77
  1312041    1805916        40
  1312041    1444807        40
   165174     826178r       37
   165174    1312041        37
    43168     102857r       27
    43168    1392949r       27
    43168    1289930        27
    43168     683034        27
    43168     669288        27
    43168     397895r       27
    43168     889197r       27
    43168     916296r       27
    43168     468620        27
    43168      64127r       27
    43168     189941        27
    43168     686908r       27
    43168    1997774r       27
    43168     625084r       27
    43168    1562345r       27
    43168     287319        27
    43168    1045864        27
    43168    1586297        27
    43168    1741789r       27
    43168     512724r       27
    43168     426413        27
    43168     905004        27
    43168    1956122r       27
    43168     197142        27
    43168    1398597        27
    43168    1519106        27
    43168    1174732        27
    43168     350958        27
    43168    1936414        27
    43168    1471781r       27
    43168      56810        27
    60151    1640876r      455
    60151     510908r      455
    60151     428229       455
    60151    1300597r      269
  1754842    1859101r       42
  1754842    1954305r       42
   198959    1754842        42
   428229    1754842        31
    60151    1739006r       31
    60151     997683r       31
    60151    1859101r       31
    60151    1954305r       31
    60151     198959        31
  1467211    1854884        65
   233947     627865r       38
   545391    1810383        28
   345456    1585855        69
   413746    1962832r      117
  1040525    1962832r      117
   184602    1962832r      117
   413746    1697995       117
  1040525    1697995       117
   184602    1697995       117
   413746    1258653       117
  1040525    1258653       117
   184602    1258653       117
   413746    1554085r      110
  1040525    1554085r      110
   184602    1554085r      110
  1258653    1679845r       87
  1697995    1705980r       87
  1258653    1705980r       87
   413746     570449r       70
   184602     570449r       70
   413746    1478479r       70
  1040525    1478479r       70
   184602    1478479r       70
  1585855    1872245r       66
  1162128    1585855        66
  1733859    1853944        51
  1470443    1865284        60
   112323    1865284        60
   112323     420783r       51
   112323    1169065r       51
  1470443    1513439r       51
   112323    1513439r       51
   914994    1357691r       51
   914994    1470443        51
   112323     914994        51
   286390    1297895        72
   286390    1269257        72
   286390    1325474r       72
   286390    1194635r       72
   286390    1235636r       72
   286390    1719861        72
   286390     369821r       72
   128354     286390        72
   286390    1929274        60
   286390    1925772r       60
   286390     355476r       60
   286390     910288        60
   286390     698223        60
   286390    1810375r       42
   286390    1709485r       37
   286390    1563275r       37
   286390     676389        37
   286390     499559        37
   431373    1735867r       47
   203663    1735867r       47
   431373    1949598r       47
   203663    1949598r       47
   431373     782598r       31
   203663     782598r       31
   431373    1855954r       31
   203663    1855954r       31
   431373    1294356r       31
   203663    1294356r       31
  1524062    1637731r       31
   431373    1524062        31
   203663    1524062        31
   203663     217435r       31
  1179688    1637731r       31
   431373    1179688        31
   203663    1179688        31
   672843     774418        27
   121219     774418        27
  1564248    1777302r       40
   845130    1288604r       41
   845130    1941810r       41
   845130    1260136        41
   674786    1996630r       49
   497956    1996630r       49
  1845898    1996630r       49
   776361    1996630r       49
   284785    1996630r       49
   159953     786177r       48
  1073291    1884512        93
  1073291    1986986        66
   472889    1497650r       56
   472889    1073291        56
   145494    1986986        49
   145494    1884512        49
   145494     472889        49
  1308765    1497650r       42
  1073291    1308765        42
   145494    1308765        42
   707375     961326        62
   386926     961326        55
    67003     961326        55
   961326    1195318r       43
   961326    1542933r       35
   961326     997903r       32
  1135703    1890082        32
   822661    1890082        32
  1135703    1773065        32
   822661    1773065        32
  1135703    1332980        32
   822661    1332980        32
  1135703    1714683r       32
   822661    1714683r       32
   902612    1135703        32
   822661     902612        32
   892520    1196815        58
   871580    1196815        58
   398949    1196815        58
   737976    1196815        45
  1119740    1196815        32
  1154294    1966797r      288
  1034256    1966797r      288
   330850    1966797r      288
   330850     927551r      198
  1926830    1966797r      198
  1154294    1503845r       98
  1034256    1503845r       98
   330850    1503845r       98
  1499563    1749905r       98
  1499563    1926830        98
  1154294    1499563        98
  1034256    1499563        98
   330850    1499563        98
  1154294    1484220r       32
  1034256    1484220r       32
   330850    1484220r       32
   330850     697162r       32
  1236697    1749905r       32
  1236697    1926830        32
  1154294    1236697        32
  1034256    1236697        32
   330850    1236697        32
  1154294    1881955r       31
  1034256    1881955r       31
   330850    1881955r       31
   356537    1069858r       31
   356537    1749905r       31
   356537    1926830        31
   356537    1154294        31
   356537    1034256        31
   330850     356537        31
   279759    1250787        61
   135218     434077        52
   135218     215067r       52
   135218     505060r       52
   135218     206367        52
  1755857    1807642r       65
   434899     779202r       50
    45474     434899        50
   713746     779202r       50
    45474     713746        50
    45474     503722r       50
   207705     779202r       50
    45474     207705        50
    45474     679552r       50
   136043     779202r       50
    45474     136043        50
   790514    1565504        37
   790514    1189304r       37
   736810     790514        37
   440735     790514        37
   790514     820827r       27
   790514     870574r       27
   790514    1683442        27
   790514     857419        27
   258280     790514        27
  1498839    1882682r       28
  1523796    1856220r       44
  1179422    1856220r       44
  1523796    1949864r       32
  1179422    1949864r       32
    62231    1053393r       48
    62231    1239580r       48
  1185038    1455232        29
   734091    1455232        29
   126187     854068r       40
   573289     854068r       28
   470113     854068r       28
  1292501    1854097        38
  1734012    1854097        38
   100353    1854097        38
  1301765    1701944       103
   917571    1701944        64
   688183    1701944        64
  1301765    1512081r       64
   917571    1301765        64
   688183    1301765        64
   113703    1675794       241
   113703    1473056       241
   113703    1935139r      175
   113703    1957397        90
   917571    1167743r       35
   688183    1167743r       35
  1701944    1866630        35
   917571    1866630        35
   688183    1866630        35
    62101    1239712r       52
    62101    1455101        52
   437748    1239712r       27
   437748    1455101        27
   961004    1987615        67
   892156    1987615        67
   240799    1987615        66
  1786263    1987615        65
  1433065    1987615        65
  1987615    1988270r       57
  1318005    1987615        39
  1194932    1987615        39
   707053    1987615        39
   398581    1987615        39
  1318005    1776753        38
  1194932    1776753        38
   707053    1776753        38
   398581    1776753        38
  1776753    1988270r       38
  1776753    1786263        38
  1433065    1776753        38
   961004    1776753        38
   892156    1776753        38
   240799    1776753        38
  1776753    2007832r       30
  1987615    2007832r       30
   222619     279745r       39
   222619     639485r       38
  1448374    1870361r       72
  1164012    1448374        72
  1448374    1552843r       65
  1448374    1677985r       65
  1448374    1508426        65
   415637    1448374        65
  1448374    1960940r       65
   365936    1448374        65
   169882    1448374        65
  1508426    1870361r       65
   415637    1870361r       65
   365936    1870361r       65
   169882    1870361r       65
  1164012    1552843r       65
  1164012    1677985r       65
  1164012    1508426        65
   415637    1164012        65
  1164012    1960940r       65
   365936    1164012        65
   169882    1164012        65
  1122021    1448374        45
  1122021    1870361r       45
  1122021    1164012        45
   338331    1265829r       80
   338331    1745415r       80
   338331    1674278r       38
   434871    1851313r       54
  1884387    1986861        70
   472764    1986861        70
   159828     786302r       70
   159828    1884387        70
   159828     472764        70
  1682208    1986861        29
   159828    1682208        29
   159828    1504274r       29
   159828    1647251r       29
  1304957    1986861        29
   159828    1304957        29
  1276478    1747567        30
  1276478    1480642        30
   145369     328438r       74
   145369    1031844r       74
   145369    1151882r       74
   621538    1319103        39
   244552     492296r      101
   292444    1724659       582
   292444     784649r      101
   292444    1753337        98
   474413    1030195r       98
   474413    1150233r       98
   292444     474413        98
   161490     326789r       80
   161490    1030195r       80
   161490    1150233r       80
   161490     292444        80
   244552    1886036        80
   244552     931528        80
   134831    1732925r       95
   134831     730722        95
   134831    1291414r       92
   134831    1853010r       44
  1123538    1864615r       32
   494084    1661549        70
  1357949    1470185r       80
  1357949    1642621r       80
  1357949    1513697        80
  1169323    1357949        80
   421041    1357949        80
  1513697    1865031r       58
  1169323    1865031r       58
   421041    1865031r       58
    58406    1470185r       35
    58406    1642621r       35
    58406    1513697        35
    58406    1169323        35
   421041     914736r       35
    58406     421041        35
   599857    1907772r       52
   825964    1907772r       47
   754927    1907772r       47
   736763    1907772r       47
   646019    1907772r       47
   520450    1907772r       47
   440688    1875197r       44
   825964    1990902r       44
