Long Exact Matches:
   Start1     Start2    Length
  1441381    1441534        42
  4156799    4156858       110
  4156799    4156917        51
  3750306    3762451        29
  3746679    3750306        29
  1533177    1933314        31
   335362    1990483        29
  2295693    2301783       250
   333349     841015r       29
  3073087    4134633        29
  1160762    1341072r       40
  2626106    4060202        28
  1160762    2626106        28
  3730947    3732675       118
  3732675    3736230        31
  3730897    3736180        81
  3732625    3736180        31
  3232760    3232816        51
  3232704    3232816        51
   838778     926540        41
   925287     926540        36
   197861     686147        35
   926219    2061867r       27
   837942    3740005r       28
  3930652    3944268        27
  3746735    3750362        35
  1618338    1619058        27
  1631772    2803072        36
  3945098    3950830       500
  1541949    1997458r     1359
   336075     338838        80
   921602    3334048r       36
  1781547    2974699        35
   595336     595394        38
  3594345    3594401        58
  3594289    3594401        55
   369594    3971401        42
   369594     370752        33
   577286     577344       153
   577286     577402        95
   577286     577460        37
  3247580    3252994        57
  3750272    3762417        27
  3746645    3764178        30
   569821     569877        76
  2803575    2803662        32
  2372437    2372494        56
   702118    3101479r       32
  1990486    3931848r       27
  1990486    3946637r       27
  2639276    3528916        48
  2423747    3737674        33
  1864786    3737674        30
  3663699    3663923        30
  3663699    3663860        30
   338511    1991964        28
  1991964    3930215r       27
  2260387    3598480        27
   337554     839709r       44
  2088607    3802213r       28
   338720     838804r       27
   338720     925313r       27
   338720     926566r       27
   337580     837137r       27
  3738821    3739169        30
   673934    1091005r       31
  1864936    2921991r       27
   673142    3928314r       31
   673142    3928323r       31
   673142    3928332r       31
   673142    3928341r       31
   673142     673202        31
   673142    3943799r       28
   673142    1618407        28
   673142    2089093        28
   673142    1188577        28
   673142    2088622        28
   673142    1991228        28
   673142     839413r       28
   673142     840748r       28
   336638     673142        28
   673142    3779926r       27
   673142    3929289r       27
   673142    3941254r       27
   673142    3941590r       27
   673142    3941936r       27
   369279    3730396        27
   337571     838813r       27
   337571     925322r       27
   337571     926575r       27
   337571    1489594        27
  3376927    3379364       431
  1788708    3082402r       30
   103974    3082402r       30
  1882853    3296646r       32
  1876465    1882853        32
  3748637    3757287        36
  3947207    3948149       198
  3947207    3947558       195
  3947207    3947909        95
  3762492    3765999        27
  3758808    3762387        28
  3750242    3758808        28
   374683     429736        27
   368136    3751994        27
  3744791    3746600        40
   424012     424063        81
   424012     424114        30
  1631940    3940837r       27
  1631940    1990490        27
   673310    3739970        34
   333580    3739970        31
   333580     673310        31
  1488934    2061559        27
  3947108    3949601        33
  3947108    3949001        33
  3947054    3947396        62
  3932610    3940814        30
   839789    1990513r       27
  3928225    3932436        27
   838901    1633391r       27
  3946364    3946442        41
  3931575    3946442        41
  3931653    3946364        41
  3931575    3931653        41
   839720    1990936r       29
   623252    2424022r       27
  1091453    3054898        27
   926237     926336        41
  3934437    3942792        28
  3933834    3942792        28
  1281926    1281986        33
  2043825    2050365        30
   977989    1021124        29
  1191775    1656342        38
  1190051    1656342        38
  1121043    1121124        31
  3752943    3766861        32
  1189000    1191303        27
  1189441    3739766        28
  1188868    1191186        27
   674051    3741644        28
   335837    3933851r       28
   335837    3934454r       28
  3739220    3933851r       28
   335819    3933851r       28
  3739220    3934454r       28
   335819    3934454r       28
  3738635    3740099        28
  3738635    3942740r       27
  1385226    3737104        27
  3738626    3738872        33
  1991225    3928317r       31
  1991225    3928326r       31
  1991225    3928335r       31
  1991225    3928344r       31
  1991225    3943802r       31
  1188574    1991225        31
  1991225    3779929r       30
  1991225    3941257r       30
  1991225    3941593r       30
  1991225    3941939r       30
   673208     839416r       28
  1991225    3740906        28
   673208    1991225        28
  1991225    3928308r       27
  1188520    3738872        27
   673148    3739802        34
  3738019    3739802        27
   673148    3738019        27
   968631    3739979        27
   337505    2795928        28
  1631067    3949255r       39
  1631067    3949855r       39
  1631067    3948646r       34
  1631067    3949246r       34
  1631067    3949846r       34
  1631067    3948574r       33
  1631067    3949174r       33
  1631067    3949774r       33
  1631067    3948718r       32
  1572472    3944507r       31
  1572472    1631067        31
   672611    3944498r       30
  1631076    3944507r       30
  1631067    1631076        30
  1618626    3928419r       33
  3741827    3935114r       30
  3741827    3935729r       30
  3741827    3936344r       30
  1864078    3932636r       30
  1864078    3940840r       27
  1632732    1864078        27
  2062237    3802156r       27
  1656143    2062165        27
   675092    2423327        30
   830721     835159        32
  3752976    3766894       193
  1702408    4070285        37
  1638081    2089370        35
  1634479    2089370        35
   369675     369705        29
  1385280    2089084        31
   370737     372150        27
  2635476    2635506        45
   368316     374833        45
   430081     431428        27
   428674     431428        27
   426943     431338        29
   426943     432700        27
   425452     425482        55
  1216598    1634498r       27
   149662    1634498r       27
  1216598    1638100r       27
   149662    1638100r       27
  1606515    1619555r       27
  2700499    3724583r       29
  1634419    1638021       104
  2797264    2806115        30
   838775     925284        39
  3082373    3884624        30
   561545     738994        29
   964778     964802        47
   964637     964778        37
   964589     964802        29
   964589     964637        29
  3934026    3934629       115
  3933423    3934629       115
  1160581    1341253r       79
  1160581    2030941r       79
  3528967    3766906        29
  3528967    3752988        29
  2347408    2347465       149
  2347408    2347522        92
  2347408    2347579        35
  3102178    3335764        29
  1096399    2944933        71
  1094304    1096399        71
  1830089    2687218r       30
   429920     431297        35
  3335377    4302996        33
  1933325    3201578        31
   742565     742634r       32
   709594     711633        37
  3119846    3122953        39
  3119409    3122953        38
  3119409    3119846        38
  1276589    2197064r       94
   361589    1573602r       28
  1182319    4008716r       29
  1182319    3724552        28
  3590630    3707570        28
  3842583    3843380        32
   562314    1879298        41
  1625368    1644316        37
  1625368    1644263        37
  1644316    2532165        36
  1644263    2532165        36
  1644316    2531953        36
  1644263    2531953        36
  1644316    2531900        36
  1644263    2531900        36
   960281    3192310        45
   960228    2996053r       44
   960175    2996053r       44
   960228    2996104r       44
   960175    2996104r       44
   960228    2996155r       44
   960175    2996155r       44
   960281    3192257        44
   960281    3192204        44
   960228    3192257        43
   960175    3192257        43
   960228    3192204        43
   960175    3192204        43
   960228    3192310        43
   960175    3192310        43
   960281    2996053r       43
   960281    2996104r       43
   960281    2996155r       43
   267767     960281        27
   267767    2996053r       27
   267767    2996104r       27
   267767    2996155r       27
   267767     960228        27
   267767     960175        27
  2330149    3160524        36
   929749    1572719        27
   335781     338562        56
   929509    1631806        27
  1385089    2795965        27
  3336647    3336706        93
  3336588    3336706        58
  3336529    3336706        58
  3336647    3336765        34
  3336588    3336765        34
  3336529    3336765        34
   374531    3760543        27
  2687134    3192247r       30
  2687134    3192300r       30
  1275988    2198752r       32
  3317534    4077999        31
   149842    3946106        29
   149842    3931317        29
   786055    3219241        28
  1071284    3159005r       30
  3524497    3572571        28
    23175     580652r       27
    23175     580729r       27
    23175     580806r       27
   338874     833180r       29
   336111     833180r       29
  1488085    1488144r       29
  3348481    3724554        28
  1828800    1828859r       28
  1828800    3724554        28
   279535    3803854        59
  1340689    2030377       141
  2030377    4060561r       95
  2030377    2626489r       89
  1782448    2975618        39
  1815083    4053679r       32
  1457459    2716360r       29
  1013324    2242073        28
   161535     747990r       32
  3073068    3658702r       28
   795479    1457518        38
  1457518    1625405r       29
   802440    1457518        29
  1457518    2716378r       27
   154139     154192        48
  1782711    2975881        56
  1780545    2971952        36
  1780276    1780545        36
  1780019    2971952        29
  1780019    1780276        29
  3189482    3189539        41
  1264022    1933664        29
  1882841    2299771r       33
  1882841    2305840r       33
   336030    1992297        29
  3934450    3950013        28
  3933847    3950013        28
  3948687    3949824        42
  3948687    3949224        42
  3948615    3948687        41
  3948687    3949815        33
  3948687    3949215        33
  3948687    3949743        33
  3948687    3949143        33
  3948543    3948687        33
  3944476    3948687        32
  1532661    3895398r      116
  1876456    3296655r       41
    34527      34556r       30
  3842762    3843560        50
   642771    3658675        28
  1340785    2626393r      238
  2030473    4060465r       48
  1340785    4060465r       45
  2030473    2626393r       45
   833230    2062425r       35
   964742     964910        35
  2703916    2703973        35
  1096511    2945045       122
  1094416    1096511        56
  1322465    1716589r       27
    80185    3082466       189
  1218142    1489555r       27
  3757776    3759537        33
  2168991    2169069        53
  1341074    4060200r       28
  3932877    3947837        42
  3932877    3948077        42
  3932877    3947486        42
  3932877    3947135        42
   372162     374845        42
   368328     372162        33
   368088     368103        28
   839380     840715        36
   840715     926353        29
   840715    2423792r       27
  4110678    4110736        31
  1276690    2196963r       81
  2260255    3598351        31
  3376747    3378896        32
   566286     566304        35
  1786221    2978966        39
  3343351    3343378        29
  2135565    4266347        27
  3730351    3732079        60
  1340339    1532634r       50
  1340339    3895425        50
   473834     475900        59
   738001    3808307        39
  1879519    1885856        32
  2296036    2302126       387
  1955582    1955639        34
  1533335    3894724r       46
   964831     964951        93
  3101171    3195135        29
  2829780    3382599       151
  2829780    3481474r      150
  1342582    3481474r      149
  1342582    3382599       149
   198500     686786        34
  2030721    2626145r       35
  1341033    4060241r       40
  3001760    3003129        27
  3334290    4301912        28
  1169966    1342062r      767
  1169966    2829260r      767
   425123     431153        30
  1025320    1446192        27
  2168814    2168892        49
  3745044    3746853        29
  3948012    3948363        41
  3947421    3948363        41
  3948363    3948963        37
  3947079    3948363        37
  1093815    1095688        43
   120825    1080133r       32
  3759142    3762721        28
   337017     840264r       28
   337017     338301        28
   921862    3194169r       32
  1341121    2626057r       27
  2030809    4060153r       27
  1341121    2030809        27
   372205     374888        32
  1987702    3120523      1357
  1987702    2430116      1357
  2784614    3552585r     1356
  1987702    2366769r     1356
  3120523    3552585r     1356
  2430116    3552585r     1356
  1987702    3552585r     1356
  1987702    2551369r     1356
  2784614    3120523      1356
  2430116    2784614      1356
  2550013    2785970r     1357
   889020    2972108      1356
   889020    2785970r     1356
   889020    2550013      1356
  1287994    1963520r       33
  3335513    4303132        27
  1875853    1882244        27
  1786261    2979006        36
   561280     738729        30
   798553    4252880        27
  1451779    1451836       160
  1451779    1451893       103
  1451779    1451950        46
  1451950    2347439r       41
  1451893    2347439r       41
  1451836    2347439r       41
  1451950    2347496r       32
  1451893    2347496r       32
  1451836    2347496r       32
  1451950    2347553r       32
  1451893    2347553r       32
  1451836    2347553r       32
  1451950    2347610r       32
  1451893    2347610r       32
  1451836    2347610r       32
  1451950    3572602r       29
  1451893    3572602r       29
  1451836    3572602r       29
  2347566    4052994r       29
  2347509    4052994r       29
  2347452    4052994r       29
  2059542    2330184r       27
  2059465    2330184r       27
  2059542    3704932r       27
  2059465    3704932r       27
   580771    4134625        27
   580694    4134625        27
   580617    4134625        27
  3122880    3123100        41
  3119333    3123100        34
  3119333    3122880        34
   368200     372064        35
  2164364    3760549        29
   350298    3377880r       38
   350298    3380320r       38
   431012     432434        29
  1876627    1883015        29
   702280    3195281r       32
  3119995    3122230        40
  3119848    3123173        40
  3120285    3123102        39
  3120285    3122882        39
  3119701    3122738        41
  3119701    3122436        39
  3122585    3123102        38
  3122585    3122882        38
  3122158    3123102        38
  3122158    3122882        38
  3119848    3122585        38
  3119848    3122158        38
  3123102    3123173        38
  3119848    3123102        38
  3122882    3123173        38
  3119848    3122882        38
  3119848    3120285        38
  3122230    3122661        38
  3119995    3122661        38
  3122086    3122955        38
  3120213    3122955        38
  3120213    3122086        38
  3121938    3123390        39
  3121938    3122513        39
  3119777    3123390        38
  3119777    3122513        38
  3119411    3122303        38
  3119411    3120433        38
  3119556    3123248        38
  3122013    3123318        39
  3119921    3123318        39
  3119921    3122013        39
  3123248    3123318        37
  3119556    3123318        37
  3122013    3123248        37
  3119556    3119921        37
  3122303    3123318        37
  3120433    3123318        37
  3119411    3123318        37
  3119411    3122013        37
  3119921    3122303        37
  3119921    3120433        37
  3119411    3119921        37
  3122013    3123541        37
  3119185    3122013        37
  3119921    3123541        37
  3119185    3119921        37
  3122303    3123248        37
  3120433    3123248        37
  3119411    3123248        37
  3119411    3119556        37
  3123248    3123541        37
  3119185    3123248        37
  3119556    3123541        37
  3119185    3119556        37
  3122303    3123541        37
  3119185    3122303        37
  3120433    3123541        37
  3119185    3120433        37
  3119411    3123541        37
  3119185    3119411        37
  3122811    3123390        37
  3122513    3122811        37
  3120359    3123390        37
  3120359    3122513        37
  3123029    3123390        37
  3119627    3123390        37
  3122513    3123029        37
  3119627    3122513        37
  3122661    3122955        37
  3122230    3122955        37
  3119995    3122955        37
  3122086    3122661        37
  3122086    3122230        37
  3120213    3122661        37
  3119995    3120213        37
  3122585    3122955        37
  3122158    3122955        37
  3122955    3123102        37
  3122882    3122955        37
  3120285    3122955        37
  3122955    3123173        37
  3122086    3123102        37
  3122086    3122882        37
  3119848    3122086        37
  3120213    3122585        37
  3120213    3122158        37
  3120213    3123102        37
  3120213    3122882        37
  3120213    3120285        37
  3120213    3123173        37
  3119848    3120213        37
  3122436    3122955        37
  3122738    3122955        37
  3119701    3122955        37
  3122086    3122436        37
  3122086    3122738        37
  3119701    3120213        37
  3122585    3122661        37
  3122158    3122661        37
  3120285    3122661        37
  3122661    3123173        37
  3119848    3122661        37
  3122230    3122585        37
  3122158    3122230        37
  3122230    3123102        37
  3122230    3122882        37
  3120285    3122230        37
  3122230    3123173        37
  3119848    3122230        37
  3119995    3123102        37
  3119995    3122882        37
  3119848    3119995        37
  3122436    3122661        37
  3122661    3122738        37
  3119701    3122661        37
  3119701    3122230        37
  3119995    3122436        37
  3119995    3122738        37
  3122436    3122585        37
  3122585    3122738        37
  3122158    3122436        37
  3122158    3122738        37
  3122436    3123102        37
  3122738    3123102        37
  3119701    3123102        37
  3122436    3122882        37
  3122738    3122882        37
  3119701    3122882        37
  3120285    3122436        37
  3120285    3122738        37
  3122436    3123173        37
  3122738    3123173        37
  3119848    3122436        37
  3119848    3122738        37
  3119701    3119848        37
  3120141    3123467        37
  3120068    3123467        37
  3120068    3120141        37
  3122955    3123467        36
  3122086    3123467        36
  3122661    3123467        36
  3119995    3123467        36
  3122585    3123467        36
  3122158    3123467        36
  3123102    3123467        36
  3122882    3123467        36
  3120285    3123467        36
  3123173    3123467        36
  3119848    3123467        36
  3119701    3123467        36
  3120141    3122955        36
  3120141    3120213        36
  3120141    3122661        36
  3120141    3122230        36
  3120141    3123102        36
  3120141    3122882        36
  3119848    3120141        36
  3120141    3122436        36
  3120141    3122738        36
  3120068    3122955        36
  3120068    3122086        36
  3120068    3120213        36
  3120068    3122230        36
  3119995    3120068        36
  3120068    3122585        36
  3120068    3122158        36
  3120068    3120285        36
  3120068    3123173        36
  3119848    3120068        36
  3120068    3122436        36
  3120068    3122738        36
  3119701    3120068        36
  3123390    3123467        36
  3122513    3123467        36
  3120141    3122811        36
  3120141    3120359        36
  3120141    3121938        36
  3119777    3120141        36
  3120141    3123029        36
  3119627    3120141        36
  3120068    3122811        36
  3120068    3120359        36
  3120068    3123390        36
  3120068    3122513        36
  3120068    3121938        36
  3119777    3120068        36
  3120068    3123029        36
  3119627    3120068        36
  3123318    3123467        36
  3119921    3123467        36
  3123248    3123467        36
  3119411    3123467        36
  3123467    3123541        36
  3119185    3123467        36
  3120141    3122013        36
  3119921    3120141        36
  3120141    3123248        36
  3119556    3120141        36
  3120141    3122303        36
  3120141    3120433        36
  3119411    3120141        36
  3120068    3123318        36
  3120068    3122013        36
  3119556    3120068        36
  3120068    3122303        36
  3120068    3120433        36
  3119411    3120068        36
  3120068    3123541        36
  3119185    3120068        36
  3122811    3122955        36
  3120359    3122955        36
  3122955    3123390        36
  3122513    3122955        36
  3121938    3122955        36
  3119777    3122955        36
  3122955    3123029        36
  3119627    3122955        36
  3122086    3122811        36
  3120359    3122086        36
  3121938    3122086        36
  3119777    3122086        36
  3122086    3123029        36
  3119627    3122086        36
  3120213    3123390        36
  3120213    3122513        36
  3122661    3122811        36
  3120359    3122661        36
  3122661    3123390        36
  3122513    3122661        36
  3121938    3122661        36
  3119777    3122661        36
  3122661    3123029        36
  3119627    3122661        36
  3122230    3123390        36
  3122230    3122513        36
  3119995    3122811        36
  3119995    3120359        36
  3119995    3121938        36
  3119777    3119995        36
  3119995    3123029        36
  3119627    3119995        36
  3122585    3122811        36
  3120359    3122585        36
  3121938    3122585        36
  3119777    3122585        36
  3122585    3123029        36
  3119627    3122585        36
  3122158    3122811        36
  3120359    3122158        36
  3121938    3122158        36
  3119777    3122158        36
  3122158    3123029        36
  3119627    3122158        36
  3122811    3123102        36
  3120359    3123102        36
  3123102    3123390        36
  3122513    3123102        36
  3121938    3123102        36
  3119777    3123102        36
  3123029    3123102        36
  3119627    3123102        36
  3122811    3122882        36
  3120359    3122882        36
  3122882    3123390        36
  3122513    3122882        36
  3121938    3122882        36
  3119777    3122882        36
  3122882    3123029        36
  3119627    3122882        36
  3120285    3122811        36
  3120285    3120359        36
  3120285    3121938        36
  3119777    3120285        36
  3120285    3123029        36
  3119627    3120285        36
  3122811    3123173        36
  3120359    3123173        36
  3121938    3123173        36
  3119777    3123173        36
  3123029    3123173        36
  3119627    3123173        36
  3119848    3122811        36
  3119848    3120359        36
  3119848    3123390        36
  3119848    3122513        36
  3119848    3121938        36
  3119777    3119848        36
  3119848    3123029        36
  3119627    3119848        36
  3122436    3123390        36
  3122436    3122513        36
  3122738    3123390        36
  3122513    3122738        36
  3119701    3122811        36
  3119701    3120359        36
  3119701    3121938        36
  3119701    3119777        36
  3119701    3123029        36
  3119627    3119701        36
  3122955    3123318        36
  3122013    3122955        36
  3119921    3122955        36
  3122955    3123248        36
  3119556    3122955        36
  3122303    3122955        36
  3120433    3122955        36
  3122955    3123541        36
  3119185    3122955        36
  3122013    3122086        36
  3119921    3122086        36
  3122086    3123248        36
  3119556    3122086        36
  3122086    3122303        36
  3120433    3122086        36
  3119411    3122086        36
  3120213    3123318        36
  3119921    3120213        36
  3120213    3123248        36
  3119411    3120213        36
  3120213    3123541        36
  3119185    3120213        36
  3122661    3123318        36
  3122013    3122661        36
  3119556    3122661        36
  3122303    3122661        36
  3120433    3122661        36
  3119411    3122661        36
  3122661    3123541        36
  3119185    3122661        36
  3122230    3123318        36
  3119921    3122230        36
  3122230    3123248        36
  3119411    3122230        36
  3122230    3123541        36
  3119185    3122230        36
  3119995    3122013        36
  3119921    3119995        36
  3119995    3123248        36
  3119556    3119995        36
  3119995    3122303        36
  3119995    3120433        36
  3119411    3119995        36
  3122013    3122585        36
  3119921    3122585        36
  3122585    3123248        36
  3119556    3122585        36
  3122303    3122585        36
  3120433    3122585        36
  3119411    3122585        36
  3122013    3122158        36
  3119921    3122158        36
  3122158    3123248        36
  3119556    3122158        36
  3122158    3122303        36
  3120433    3122158        36
  3119411    3122158        36
  3123102    3123318        36
  3122013    3123102        36
  3119556    3123102        36
  3122303    3123102        36
  3120433    3123102        36
  3119411    3123102        36
  3123102    3123541        36
  3119185    3123102        36
  3122882    3123318        36
  3122013    3122882        36
  3119556    3122882        36
  3122303    3122882        36
  3120433    3122882        36
  3119411    3122882        36
  3122882    3123541        36
  3119185    3122882        36
  3120285    3122013        36
  3119921    3120285        36
  3120285    3123248        36
  3119556    3120285        36
  3120285    3122303        36
  3120285    3120433        36
  3119411    3120285        36
  3122013    3123173        36
  3119921    3123173        36
  3123173    3123248        36
  3119556    3123173        36
  3122303    3123173        36
  3120433    3123173        36
  3119411    3123173        36
  3119848    3123318        36
  3119848    3122013        36
  3119848    3119921        36
  3119848    3123248        36
  3119556    3119848        36
  3119848    3122303        36
  3119848    3120433        36
  3119848    3123541        36
  3119185    3119848        36
  3122436    3123318        36
  3119921    3122436        36
  3122436    3123248        36
  3119411    3122436        36
  3122436    3123541        36
  3119185    3122436        36
  3122738    3123318        36
  3119921    3122738        36
  3122738    3123248        36
  3119411    3122738        36
  3122738    3123541        36
  3119185    3122738        36
  3119701    3122013        36
  3119701    3119921        36
  3119701    3123248        36
  3119556    3119701        36
  3119701    3122303        36
  3119701    3120433        36
  3119411    3119701        36
  3122811    3123318        36
  3119921    3122811        36
  3122811    3123248        36
  3119411    3122811        36
  3122811    3123541        36
  3119185    3122811        36
  3120359    3123318        36
  3119921    3120359        36
  3120359    3123248        36
  3119411    3120359        36
  3120359    3123541        36
  3119185    3120359        36
  3122013    3123390        36
  3119921    3123390        36
  3123248    3123390        36
  3119556    3123390        36
  3122303    3123390        36
  3120433    3123390        36
  3119411    3123390        36
  3122013    3122513        36
  3119921    3122513        36
  3122513    3123248        36
  3119556    3122513        36
  3122303    3122513        36
  3120433    3122513        36
  3119411    3122513        36
  3121938    3123318        36
  3119921    3121938        36
  3121938    3123248        36
  3119411    3121938        36
  3121938    3123541        36
  3119185    3121938        36
  3119777    3123318        36
  3119777    3119921        36
  3119777    3123248        36
  3119411    3119777        36
  3119777    3123541        36
  3119185    3119777        36
  3123029    3123318        36
  3119921    3123029        36
  3123029    3123248        36
  3119411    3123029        36
  3123029    3123541        36
  3119185    3123029        36
  3119627    3123318        36
  3119627    3119921        36
  3119627    3123248        36
  3119411    3119627        36
  3119627    3123541        36
  3119185    3119627        36
  3122375    3123467        32
  3120141    3122375        32
  3122375    3122955        32
  3122086    3122375        32
  3120213    3122375        32
  3122230    3122375        32
  3119995    3122375        32
  3122375    3122585        32
  3122158    3122375        32
  3120285    3122375        32
  3122375    3123173        32
  3119848    3122375        32
  3122375    3122436        32
  3122375    3122738        32
  3119701    3122375        32
  3122375    3122811        32
  3120359    3122375        32
  3122375    3123390        32
  3122375    3122513        32
  3121938    3122375        32
  3119777    3122375        32
  3122375    3123029        32
  3119627    3122375        32
  3122375    3123318        32
  3122013    3122375        32
  3119556    3122375        32
  3122303    3122375        32
  3120433    3122375        32
  3119411    3122375        32
  3122375    3123541        32
  3119185    3122375        32
  3119335    3123467        32
  3119335    3120141        32
  3119335    3122955        32
  3119335    3122086        32
  3119335    3120213        32
  3119335    3122230        32
  3119335    3119995        32
  3119335    3122585        32
  3119335    3122158        32
  3119335    3120285        32
  3119335    3123173        32
  3119335    3119848        32
  3119335    3122436        32
  3119335    3122738        32
  3119335    3119701        32
  3119335    3122811        32
  3119335    3120359        32
  3119335    3123390        32
  3119335    3122513        32
  3119335    3121938        32
  3119335    3119777        32
  3119335    3123029        32
  3119335    3119627        32
  3119335    3123318        32
  3119335    3122013        32
  3119335    3119556        32
  3119335    3122303        32
  3119335    3120433        32
  3119335    3119411        32
  3119335    3123541        32
  3119185    3119335        32
  3119484    3122375        29
  3119335    3119484        29
  3119484    3123467        29
  3119484    3120068        29
  3119484    3122955        29
  3119484    3120213        29
  3119484    3122661        29
  3119484    3122230        29
  3119484    3123102        29
  3119484    3122882        29
  3119484    3119848        29
  3119484    3122436        29
  3119484    3122738        29
  3119484    3122811        29
  3119484    3120359        29
  3119484    3121938        29
  3119484    3119777        29
  3119484    3123029        29
  3119484    3119627        29
  3119484    3122013        29
  3119484    3119921        29
  3119484    3123248        29
  3119484    3119556        29
  3119484    3122303        29
  3119484    3120433        29
  3119411    3119484        29
   373519    1983786        29
  1532914    3895145r       29
  1984068    2169911        28
   425194     425320        29
   427120     431419        27
   531609    3998591r       31
  1093667    1095540       121
  1632138    3738632        28
  1632138    3738878        27
  3737101    3740561        28
  3738623    3928311r       29
  3738623    3928320r       29
  3738623    3928329r       29
  3738623    3928338r       29
   673205    3738623        29
   673316    3738623        28
  3738623    3739976        28
   673145    3738623        28
   426607     431209        30
  3752210    3764379        27
  3748628    3764379        27
  3750473    3752210        27
  3748628    3750473        27
   368718     372660        50
  1263094    1263124        53
   623548     623965        29
   361738    1990925r       28
  3748613    3759024        39
  3746831    3748613        38
  3759024    3760806        27
  3746831    3760806        27
   374584     424954        27
   373294     424954        27
   366582     369390        27
  1780979    2974131        31
   839470    1991261r       29
   839470    2796915r       27
  3746763    3762535        29
  1780073    1780330        29
  1341161    2030849       128
  1121664    1121679        40
  2163335    2163404        77
  2430114    3120521      1361
  1218137    3802199        33
  2294817    2300913        29
  1723254    4294429        28
   719098     972892        28
  1035620    1040331r       29
  1735578    2047664        39
  1216880    2089131r       34
  3744840    3746649        29
  3764182    3765928        38
  3119775    3121936        40
  3122011    3122301        39
  3119554    3122301        39
  3120357    3121936        39
  3119775    3120357        39
  3120357    3122301        38
  3121936    3122301        38
  3121936    3122011        38
  3119554    3121936        38
  3119775    3122011        38
  3119554    3119775        38
  1213465    1217678        32
  3878581    3878621        39
   839162    1488561r       28
   623678    3928222        27
   926030     926135        56
   836063    2424506r       28
   335943     926580r       28
  3842611    3843409        32
  1789736    3883625r       76
   103706    3884921r     1061
  4359136    4359154        29
   839660    1489626r       33
   839660    2000956        32
   839660    1190091r       27
   839660    1191815r       27
   839660    1619333r       27
   786045    2721820        29
   786045    2440287        29
  3931620    3946409       510
   838838     925346        32
  1468166    4254332r     1451
   833502     927401        29
    80477    3082722        40
  3073103    4143930r       27
  2518810    2520154        29
  3116803    4216310r       32
   368935     370156        28
  3779900    3941910        39
  3779900    3941564        39
  3779900    3941228        39
  3941910    3943773        31
  3941564    3943773        31
  3941228    3943773        31
  3779900    3943773        31
  3928315    3941910        31
  3928315    3941564        31
  3928315    3941228        31
  3779900    3928315        31
  3928306    3941910        31
  3928306    3941564        31
  3928306    3941228        31
  3779900    3928306        31
  3928297    3941910        31
  3928297    3941564        31
  3928297    3941228        31
  3779900    3928297        31
  3928288    3941910        31
  3928288    3941564        31
  3928288    3941228        31
  3779900    3928288        31
   839387    3941910        30
   839387    3941564        30
   839387    3941228        30
   839387    3779900        30
   840722    3929263        30
  3929263    3943773        29
  3928315    3929263        29
  3928306    3929263        29
  3928297    3929263        29
  3928288    3929263        29
  3929263    3941910        29
  3929263    3941564        29
  3929263    3941228        29
  3779900    3929263        29
   839387    3929263        29
   840722    3941910        29
   840722    3941564        29
   840722    3941228        29
   840722    3779900        29
  3930301    3941919        29
  3930301    3941573        29
  3930301    3941237        29
  3779909    3930301        29
   837948    3930301        28
  2866170    2866231        28
  2163791    2163860       226
  2163791    2163929       157
  2163791    2163998        88
  1305495    1305557        98
  1305495    1305619        36
  1533382    3894677r       52
  1631066    3944508r       36
  2984466    4040410r       27
  3381313    3482760r     1436
  1341296    2828494      1435
  2828494    3482760r      767
  1341296    3482760r      767
  2828494    3381313       767
  1341296    3381313       767
   675137    3803071r       28
  1218419    3803417        29
  3932844    3947453        32
  3927184    3927280        46
  3949742    3949814        34
  3949142    3949814        34
  3948542    3949814        34
  3949214    3949742        34
  3949142    3949214        34
  3948542    3949214        34
  3949742    3949823        34
  3949142    3949823        34
  3948542    3949823        34
  3949223    3949742        34
  3949142    3949223        34
  3948542    3949223        34
  3948614    3949742        34
  3948614    3949142        34
  3948542    3948614        34
  3944475    3949742        33
  3944475    3949142        33
  3944475    3948542        33
  3927271    3941672        28
  3927271    3941336        28
  3933171    3948968        32
  3933171    3948368        32
  3933171    3948017        32
  3933171    3947426        32
  3933171    3947084        32
  1992299    4093909r       30
   336032    4093909r       27
  1339549    3894626        52
   928104    1573210        30
   839210    1637041r       27
   839801     926672        27
   839159    3936321        28
   839159    3940817        28
   839159    3935706        28
   839159    3935091        28
   839159    3932613        27
  3928210    3941829        32
   839783    3941829        32
  3928210    3941492        32
   839783    3941492        32
  3928219    3941829        28
  3928219    3941492        28
   132597     926891        29
  3947990    3948941        59
  3947399    3948941        59
  3947057    3948941        59
  3319531    3319630        28
  3932799    3948950        35
  3932799    3947999        35
  3932799    3947408        35
  3932799    3947066        35
  3934797    3936075        34
  3934797    3935460        34
  2026137    2029216        27
  1780241    1780510        33
  1779984    1780241        33
   361657    2062345r       27
  3724551    4008717r       29
   702328    3101269r       30
  1644249    1644302        60
  1341045    2626133r       38
  1632510    1636706        27
  1633413    1636808        43
   335954    2424479        27
  1191789    2000982r       48
  1190065    2000982r       48
  1489600    1619307        32
  1619307    2000982r       29
  1191789    1489600        29
  1190065    1489600        29
  1830075    2687178r       46
   968628    3738016        29
  1573213    2922912r       28
   928107    2922912r       27
   177229    3953335        39
  3953335    4318033r       29
   177229    4318033r       29
  3932916    3944469        29
  3744758    3756999        30
   837441    1633634r       29
   837441    1637236r       29
